CompanyName,JobTitle,JobDesc,URL
N/A,Software Engineer,[],https://indeed.com/company/Argent-Software/jobs/Mcses-78d3231878c814c6?fccid=7baf2369460c9df7&vjs=3
Saatchi & Saatchi,Insights Analyst,"[['', 'Minimum 3 years’ experience in marketing analytics, with a particular expertise in social media, search and cross-device web analytics (data collection, manipulation, analysis, tools and techniques), gained preferably in a marketing/CX environment in a dedicated analytics team (agency or client side)', 'Well-versed in all aspects of search, web and social media analytics (including listening and performance reporting) – from setting up and running data queries to deriving insights in response to brief and relating results to client business and marketing objectives', 'Experience in analysing paid digital media performance data (e.g. SEM, display) is desirable', 'Proven ability to collect and organise data into a useful form that can be used for strategic analysis', 'Strong analytical skills with a proven track record in deriving impactful actionable data-led insights that meet client objectives', 'Highly skilled in developing customized data-led insights reports to inform strategic decisions', 'Excellent data visualisation and communications skills (both written  verbal), with strong logic and ability to articulate complex or key findings in a simple way', 'Precise and excellent attention to detail', 'A self-starter who can work well both independently and as part of a team, with the ability to self-manage, manage projects and stakeholders effectively'], ['', 'University degree (majoring in statistics, mathematics, business, marketing or computer science)', 'Well-versed in using the following BI software: Sysomos (or similar), Google Trends and Google Analytics, Hitwise (or similar), Global Web Index (or similar), mainstream social platform analytical tools (such as Facebook Audience Insights)', 'Experience in using AdTech and MarTech platforms (such as Google Double Click, Adobe or Salesforce Marketing Cloud) is highly desirable', 'Experience working with visualisation software such as Power BI, Tableau, Datorama is a plus', 'Advanced knowledge of Excel (including data manipulation, analysis and visualisation), with My SQL, SQL server or similar SQL programming languages a plus', 'Prior experience of completing ETL tasks using ETL tools and techniques working with larger raw data sets is a plus, as is the ability to discover and analyse relevant data patterns in support of decision making/brief']]",https://indeed.com/rc/clk?jk=0684510997ad7bf8&fccid=92a78517e56784dc&vjs=3
AWS Australia Pty Ltd,Cloud Associate/Engineer - Premium Support,"[['1-2 years of experience in a technical position within Cloud or Engineering.Experience in an IT Support, Administration or IT Operations role.Understanding of the concepts of virtualization and cloud computing.Customer service experience with a strong customer focusSolid understanding of TCP/IP, DNS, DHCP and Routing.Ability to juggle many tasks in a fast-moving environmentA passion for technology and be a driven self-starterAbility to work either Sunday – Thursday or Tuesday – Saturday shifts between 8am-4pm or 9am-5pm'], [""Be a part of the Earth's largest Cloud Platform organizationClear and defined career progression, training  certifications + much moreSubsidised Healthcare, Sign-on bonus, Stock and Shares, Paid commuting to work +mobile phone""], [""NetworkingLoad balancing; Apache; Tomcat; Nginx; IIS; Packet Capture(Wireshark, tcpdump); DNS etcWindowsMicrosoft SQL Server, IIS Web Server, Microsoft Active Directory, Powershell etcLinuxUbuntu, CentOS, RHEL, SLES etcDatabasesRDS, MySQL, PostgreSQL, Oracle, SQL Server, Database Migration Service (DMS), MariaDB etcBig DataProgramming/Scripting, Hadoop, Java, Distributed Systems etcAnalyticsDatabase administration, SQL performance tuning, Kafka, Linux administration etcSecurityAccess Management/AAA, IDS/IPS, Cryptography, DDoS, Operating Systems (System Administration), Networking, Network Security, Scripting etcStorage Content DeliveryWindows; Linux; Programming (Java, Python, JavaScript, Perl, Ruby, C#, PHP) etcDeploymentCFN, EB, ECS, Containers, Puppet; Chef; Docker; Json/Yaml; AnsibleDevelopment  Mobile ServicesWindows; Linux; Programming (Java, Python, JavaScript, Perl, Ruby, C#, PHP); Network Troubleshooting; APIs and SDKs etcApply advanced troubleshooting techniques to provide unique solutions to our customers' individual needs.Interacting with leading technologists around the world.Work hands-on with customer teams to develop, migrate, and debug services issues.Own customer communication during critical events from end to endWrite tutorials, how-to videos, and other technical articles for the AWS customer community""], [""Bachelor's degree in Information Science / Information Technology, Computer Science, Engineering, Mathematics, Physics, or a related fieldExperience with AWS Cloud Services or AWS PlatformsExperience with AWS, IAM, ADFS and/or Azure ADBasics of server administration.Basic programming/scripting experience in Java, Python, Ruby, C# or PHP etc""]]",https://indeed.com/rc/clk?jk=e20dd51a0f07db7b&fccid=fe2d21eef233e94a&vjs=3
N/A,Cloud Associate/Engineer - Premium Support,[],https://indeed.com/company/Torbey-Investments/jobs/IT-Business-Analyst-a99d23493697e01e?fccid=10244ec95d1f9278&vjs=3
"Marsh & McLennan Companies, Inc.",Oliver Wyman - Associate - OW Labs - Sydney,"[['', 'Drive business development and sales, including liaising with Oliver Wyman partners, crafting sales materials, developing proposals, and actively taking part in client sales meetings', 'Be able to drive the prototyping process for new applications and concepts, including hands-on development of initial demonstrations', 'Establish successful working relationships with clients, particularly commercial, IT and BI/analytics departments, to ensure that Oliver Wyman can hit the ground running on day 1', 'Be the interface between the consulting project team, the client, and the broader OW Labs team', 'Use agile project management to ensure projects are successfully delivered to a high-quality standard, on time and within budget', 'Ensure you and others understand the business requirements for the work being delivered, so you can rapidly make important and evolving decisions about how to design and implement solutions', 'Work with our world class Platform team to meet project team and client performance and security requirements', 'Solve the challenging technical problems that put delivery at risk, either through driving the thinking for your team or developing the answer yourself', 'Ensure that the final project deliverable is transitioned smoothly into ongoing support by the Labs support organization or client'], ['', '4 years + of experience in professional services such as consulting or finance or a challenging role in another business', 'Significant time spent providing deliverables which are technical in nature, such as software deployment or analytic models'], ['', 'Interest in advanced technology, data science, software development or systems engineering'], ['', 'Familiarity and some experience with programming languages such as SQL, R, Python, JavaScript', 'Strong analytical and synthesis skills and ability to conduct and leverage sophisticated analyses to identify trends, draw conclusions and present recommendations', 'Relevant experience in project-based, team-oriented environments and a track record of leading or working in teams and delivering against tight deadlines in fast paced and demanding environments'], ['', 'Outstanding communication skills and comfort in presenting to senior executives', 'Undergraduate or advanced degree, MBA or equivalent from a top academic program', 'Demonstrated ability to work in teams and lead where appropriate', 'Software and technology experience in a professional setting', 'Proficiency in one or more Southeast Asian languages would be advantageous but not required', 'Willingness to travel', 'Passion for working with technology to create meaningful and sustainable change with our clients', 'Determination to ensure that sustainability permeates the OW Labs approach', 'Technical confidence and an ability to balance difficult short-term decisions with the goal of delivering better longer-term results for OW, OW Labs, project teams and strategic partner firms'], ['', 'Familiarity and some experience with programming languages such as SQL, R, Python, JavaScript']]",https://indeed.com/rc/clk?jk=378701b288dfb96c&fccid=d46039b952140fd4&vjs=3
N/A,Oliver Wyman - Associate - OW Labs - Sydney,[],https://indeed.com/rc/clk?jk=6d1cba198849b396&fccid=c97a47934dfef9d4&vjs=3
Genworth,Business Analyst,"[['', 'Translate business requirements into clear and measurable outcomes', 'Provide detailed analysis and advice for business solutions, systems and process change across the business using relevant data', 'Assist in the remediation of data quality issues and identifying policy, system and procedural improvements', 'Supporting the maintenance of the appropriate data and information across the portfolio', 'Support the creation of business analysis and presenting insights to key stakeholders (including Senior Leadership Team, Customer and Regulator)', 'Help running effective scrums using AGILE framework', 'Organising and facilitating workshops to identify, analyse, interpret and document business functional and non-functional requirements using established methodologies', 'Working with project sponsors, owners and stakeholders to develop robust and quality concept papers and business cases, with the inclusion of cost and benefits analysis', 'Communicating progress and status using standard tools, templates and practices', 'Enhancing business analysis capabilities across the business through mentoring, training and enhancing templates, tools and processes', 'Support the Business Intelligence Manager and senior business analyst in ensuring all system problems and risk issues are communicated to the relevant parties and that permanent solutions are identified and executed', 'Support the Business Intelligence Manager to influence, collaborate and build consensus with stakeholders to arrive at decisions'], ['', 'At least 2-3 years’ experience in the financial services, preferably banking and finance, with strong understanding of integrations between traditional backend systems and digital touchpoints', 'Minimum of a Bachelor’s degree (Business, Statistics or IT preferred)', 'Demonstrated knowledge of technology design processes, reporting and analytics, including technology architecture mapping', 'Proficient in MS Office, including Excel, Word, PowerPoint, Tableau, Visio and Project', 'Strong interpersonal skills with proven ability to collaborate and influence internally / external customers', 'Demonstrable awareness of risk management and control', 'Highly numerate / data literate with strong analytical / problem-solving skills', 'Experience in working in a high-paced, customer focussed environment', 'Ability to manage multiple priorities, whilst delivering quality outcomes to deadline', 'Consistently demonstrate a positive, enthusiastic attitude, and take the initiative to overcome obstacles', 'Attention to detail and the ability to work independently with minimal supervision while being part of a high performing team', 'Excellent interpersonal and communication skills with proven ability to effectively communicate with stakeholders and colleagues at various levels of seniority', 'Excellent organisational and analytical skills, balanced with the ability to be practical and find solutions', 'Strong written communication skills with the ability to communicate clearly and concisely', 'Self-confidence, with the ability to both facilitate workshops and present materials']]",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DveHtaohNZTTr4NJ6iQ6LvBAugsddynFItxJfHbw6F-O3gQvnLG9-eGsy0TvdastRnJ3Fn4V5zA-9Bd4DI49h9ve_z1hG106c97AnuiUgTEfeU_pf0UFlLtC9ngwuSDbjHXCgsEnSrHy9JMP_-3Z5hzJsED2rxKH1-0-3CoENjosWj2h5OpLxeWrfp8PpjaWSIABAWXvweVy4sHreypSva9SxL3CX4OIANI07BdFUPFwyf0fjMlODMMsigXjbzkRFueFd9n3IS59h3v4L7ar-rf3QxRKy_85EEZf41WXa-Ppx7-yQLg7cUpVAk3a8mGkKLfAcyzb3BksX1e3vFs6jWy8as4btSamVPjjJEWgn2ZLnfhHubCvmdMveSciJVyL24-_LOqx-7V4KG6v3gn4_zJ8ym2kHeCBDFTNQQr3DuxQ==&p=1&fvj=0&vjs=3
N/A,Business Analyst,[],https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0LburRNBzTqSu7NqtC2F6MbUfWStx2IBZZWMHmcRlz_rjitMrEtc6acbivhAXpdJ5SYsYZwl6NPFzrXdNjTOwPCD5uh9MI-1FUqYv5vxTQZSLrL50XUUfhTtQBZZwrgf4CZy2zc8HuCvj89iCWo_miY8gIqGZGC4AQHOJhvz394ZSUXpqBEetQa14d5Ru83mih28gMwgldKhO3IAXqZQd8dyG6mJxNW86JuUmJKcNcxDdoGYR39ivg9WDBwmW6o8OvNe2RApkbLDKMoQ_GcWy-NZ-lrW4RR9etwdyhfDwQWAAV8ISmcPs7ii390U2YQcsSKcRPZWm9HnGJO6-GzpJV1GFxZ5ipOhO9lKblEBQWUmtNqQd81c6Avan89-pEmrHN-I4zcppRZn3ReeOXSzjDLzPlidmvHAvrlj1FpNQxhNap56Xde276uz_fponqRE=&p=2&fvj=1&vjs=3
"ARRIS Group, Inc.",Staff Technical Support Engr,"[[' Provide 24x7 technical support for ARRIS customers and other internal employees via phone or email, for ARRIS HFC products including CMTS, ServAssure, CorView, ATS, Cable Modems and various 3rd party hardware, EMS and NMS. This includes handling customer cases during business hours and being on-call for emergencies on a rotating Schedule.'], [' Perform investigation and analysis, problem reproduction, and resolution of customer problems.'], [' Work closely with Tier-2 Tech Support and Sustaining Engineering groups to resolve customer issues'], [' Perform fault reproduction and troubleshooting, system characterization and analysis, root cause analysis of product issues up to and including drafting product Field Bulletins and opening Product Defects with the engineering teams.'], [' Utilize Call Tracking and Knowledge base tools to record customer reported issues and progress as being issue to resolution.'], [' Travel to customer locations to support trouble shooting and also may help out other groups in support of trials possibly long with Field Validation projects.'], [' Delivery of additional services like informal local training sessions, as well as professional services on-site.'], [' Provide initiatives for improvement of support processes; communicate these in an accurate and timely manner.'], [' Perform other duties as required.'], ['', 'Experience working in the telecommunications industry, with knowledge of cable broadband (HFC) concepts and services as well as the direction in which the industry is moving.', 'Good knowledge of programming languages such as C/C++', 'Hands on skills of scripting language, python, JavaScript, PowerShell, Bash etc.', 'Knowledge of database e.g. Oracle, SQL, Cassandra.', 'Solid knowledge about performance management, CPU monitoring, memory management', 'Routing and Switching, CCNA preferred with good knowledge on routing protocols: OSPF, RIP, IS-IS or BGP.', 'Experience working with Virtualisation environments such as VMware, Docker.', 'Work to meet contracted customer’s SLAs by providing in-time workaround, extensive root cause analysis for high priority tickets.', 'Understand time management skills and addressing business needs in a prioritized manner', 'Practical experience working in an Agile environment', 'Willing to take on ownership, driving discussions and enabling solutions', 'Ability to solve complex issues by identifying the scope of the problem and pooling necessary resources (i.e., H/W, S/W, Verification etc.)', 'Familiar with CRM tools (call tracking, knowledge Base, etc…)', 'Demonstrate effective writing and presentation skills to all levels of management', 'Work independently – Self Motivated', 'Able to effectively interact with all levels of personnel, including senior management.', 'Strong organizational, communication and interpersonal skills.', 'Dedication and flexibility to get the job done even outside of normal business hours.', 'Ability to interface with CommScope design and other teams using proficient spoken and written English.', 'Work closely with team members and to resolve issues as a team for all issues.', 'Ability to perform training both internal and external', 'Mandatory requirement with good knowledge of Linux/Unix', 'Citrix, Microsoft server apps (AD, LDAP, SQL), Radius, DHCP, SNMP experience, WEB service a Plus'], ["" Bachelor's degree with technical focus, preferably Engineering or Computer Science degree and 6+ years relevant experience"", ''], [' CCNA, CCNP, 802.11 Wi-Fi, IPv6'], [' Minimum 6+ years in a Customer Service or similar technical support position']]",https://indeed.com/rc/clk?jk=d28b3f2bb506d1d7&fccid=5db70359c8e922bb&vjs=3
Commonwealth Bank,Insights Analyst - Expression of Interest,"[['You will deliver competitive advantage by working through driving outstanding Sales and Service through the end-to-end development and delivery of Leads and Campaign activity', 'You will be delivering insights and knowledge from concept through to completion of Leads and Campaign initiative', 'You will work collaboratively in cross-functional teams with Marketing, Product, Channel and DDS colleagues to develop campaign initiatives that assist in meeting objectives, with a specific focus on using data and insights to create relevant messaging which speaks to whole-of-customer needs', 'Through pro-actively engaging with stakeholders and supplying customer insights you will help determine appropriate analytics requirements and recommended marketing strategy', 'You will perform data extraction, manipulation and analysis of customer and other data using analytical and data mining tools', 'Using your strong business acumen you will scope out moderately complex business problems and gain agreement across stakeholders from diverse teams', 'You will play a key role in the strategic analysis of below-the-line (BTL) campaigns and presentation of actionable insight and recommendations to business for future BTL marketing activities', 'Through accurate post campaign analysis you will refine and optimise campaign activities to maximise campaign profitability or marketing objectives', ''], ['You can demonstrate relevant experience (preferably in the Financial Services sector) in analytical CRM or customer insights', 'You have excellent SQL skills and experience dealing with large and complex data sets', 'Knowledge and experience in the Adobe Marketing Cloud product suite will be highly regarded', 'You are confident defining strategies to improve the effectiveness of the customer contact and customer experience', 'You articulate complex analytical requirements and findings in common non-technical terms and documents', ''], ['We encourage you to see work as just one part of your active, balanced lifestyle, with multiple flexible working arrangements and leave options to help you juggle your work and personal circumstances.', 'Through on-the-job learning, training courses and coaching, we’re continually improving our skills and services so that we can ensure our customers’ expectations are always exceeded', 'We offer high quality employee banking, investments and insurance services. You will also receive a range of competitive special discounts and benefits that have been designed for employees only', 'We have many more benefits that you can explore throughout the recruitment process!', '']]",https://indeed.com/rc/clk?jk=c1bf90e67533f8bf&fccid=26f47cce54403a22&vjs=3
N/A,Insights Analyst - Expression of Interest,[],https://indeed.com/rc/clk?jk=0a66eccb3e823a17&fccid=236ee7177bdb2ebe&vjs=3
KinCare,Business Analyst,"[['Do work that matters – be part of an organisation making a difference in the community', 'Unique opportunity to drive business outcomes and improvements across our organisation', 'Permanent full-time position, competitive salary and great location!', ''], ['', 'Do work that matters - join an organisation making a difference in the community', ""Grow your career in Australia's fastest expanding industry"", 'Enjoy challenge and variety working with multiple stakeholders  solving complex problems', 'Learning and development opportunities, working in a high performing team', 'Professional office environment, located in the upmarket Norwest Business Park', 'Permanent, full-time role offering a competitive salary', 'Active social club  excellent health and wellbeing program including free Pilates classes, stretching break-out sessions and fresh fruit / snacks available daily!', ''], ['', 'At least 3-5 years’ experience in similar roles with a proven track record for successfully partnering with businesses and improving organisational performance', 'Experience in business process modelling, predictive analytics, visualisation tools  BI reporting', 'Computer skills including Tableau, Excel and PowerPoint (SQL experience is desirable)', 'Exceptional communication, stakeholder engagement and influencing capabilities', 'Proven analytical, problem solving and critical thinking skills', 'Strong time management, prioritisation and attention to detail', 'Resilience and a pragmatic solution-focused approach with an improvement mindset and a strong willingness to learn and adapt as required to be successful in the role', '']]",https://indeed.com/rc/clk?jk=d7bbf7a2f3db606f&fccid=18bfccb232e1bc2b&vjs=3
IBM,Cloud delivery services support - Maximo,"[['', 'Client skills – need to be able to communicate both verbally and orally with our technical clients, taking full ownership of client issues from beginning through to conclusion.', 'Technical Skills – need to have a technical aptitude driven from their educational experiences and work experiences. Familiarity with Maximo and/or TRIRIGA applications at a functional or technical level would be an asset. Existing knowledge of SQL and Linux based operating systems is preferred. Java, Python', 'Teamwork skills - will need to exhibit excellent interpersonal skills to work as a team member and as a liaison with customers are required.'], ['', 'Technical Experience - some knowledge of databases, SQL, DB2, Oracle. Windows, Linux knowledge experience is required, even if only at the educational level.', 'Ability to learn and understand support structure to ensure timely resolution of customer issues.'], ['', 'Familiarity with Maximo and/or TRIRIGA applications at a functional/technical level would be an asset.', 'Experience with CRM software would be an asset.', 'Java, Python knowledge would be an asset.', 'MS Excel, MS Word, MS Project, Lotus Notes and other software applications as required.', ''], ['', 'Degree / diploma or equivalent years of experience in an IT related education and/or industry.'], ['', 'Recent successful graduation with either a Degree and / or a diploma in an IT Related education faculty.']]",https://indeed.com/rc/clk?jk=e5edeed5e2d4a4fc&fccid=de71a49b535e21cb&vjs=3
AWS Australia Pty Ltd,Applied Scientist,"[['MS in Machine Learning, Mathematics, Statistics, Computer Science or in another highly quantitative field3+ years of relevant post-grad academic research or industry experience in developing algorithmsAmple experience with languages used for querying (e.g. Hive/Pig/SQL), preprocessing (e.g. Shell Scripting/Python), and statistical analysis (e.g. R/Python)Experience working across different types of databases (Relational, NoSQL, Graph etc.)Proven achievements resulting from data analysis and ability to succeed in both collaborative and independent work environmentsStrong verbal/written communication  data presentation skills, including an ability to effectively communicate with both business and technical teamsComfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources'], ['Develop predictive models across multiple reliability data slices for use in Machine Learning and other systemsDevelop hypotheses, design experiments, collaborate with engineering team to implement live tests and evaluate their performanceAnswer complex business questions by using appropriate statistical techniques on available data or designing and running experiments to gather dataManage critical processes that are central to the delivery of accurate results (e.g. data pipelines, etc.)Work with software engineers to produce working software based on research modelsCommunicate findings to managers and engineers, often through succinct written summaries of findings and code samples'], ['PhD in Machine Learning, Mathematics, Statistics, Computer Science or in another highly quantitative fieldExperience with Java and SparkExperience with AWS services such as EMR, EC2, S3, and RedshiftExperience in Predictive AnalyticsExpertise in machine learning methods including Time series analysis, State-space models, Mixed-effect models, Longitudinal data analysis, Hierarchical Bayes; and Learning techniques such as Decision Trees, Boosting, Random Forests, Deep Learning, Neural Networks']]",https://indeed.com/rc/clk?jk=718f309e54552b66&fccid=fe2d21eef233e94a&vjs=3
Allianz,Customer Insights Analyst,"[['', 'Provide regular analysis on Allianz customers. Develop data visualization of customer experiences, trends and behaviours.', 'Partner with the business to identify and pursue opportunities based on available data and insights, interrogating data in detail whilst also maintaining sight of the broader strategic goals of the business.', 'Proficiency using software such as SQL, SAS to access, transform, integrate and analyse customer data from across the enterprise.', 'Make recommendations regarding how customer insights can be translated into specific customer campaigns, offers and experiences.', 'Support and contribute to key analytics projects, including engaging with stakeholders to define and agree the project scope, milestones and deliverables.', 'Contribute to the ongoing communication of progress for projects and key findings upwards and sidewards within the enterprise.', 'Understand the different product constructs and how these generate revenue, costs and profit and how this is represented in the systems, data and business processes.', ''], ['', 'SAS or similar query  statistical analysis language (e.g. SAS, R, Python)', 'Degree qualification in a STEM discipline preferred (e.g. maths, computer science, engineering, data science, statistics)', 'Microstrategy or other data visualisation software', 'Experience working in previous roles with a high degree of complex data analysis and translation of data analysis into insights', 'A Marketing Tertiary qualification would be highly regarded.', '']]",https://indeed.com/rc/clk?jk=cc1ea922cb918c88&fccid=bf422d4af99309b2&vjs=3
N/A,Customer Insights Analyst,[],https://indeed.com/company/jeylabs/jobs/Functional-Support-Analyst-Erp-ad429be4103c91c4?fccid=5126aba30b490299&vjs=3
AMP Limited,Data Analyst,"[['', 'Acquire data from a number of different sources (Flat File/Oracle/SQL Server/MS Access/Cloud)', 'Interpret data, analyse results using various techniques and provide ongoing reports and data extracts', 'Develop strategies that help improve data quality and business operating efficiency', 'Identify, analyse, and interpret trends or patterns in complex data sets', 'Work closely with management to prioritise business and information needs, helping the project to prioritise delivery activity', 'Locate and define new process improvement opportunities in the sourcing, management and maintenance of enterprise data', ''], ['', 'Strong analytical skills with the ability to collect, organise, analyse and disseminate significant amounts of information with attention to detail and accuracy', 'Knowledge and experience using various database solutions for analysing large datasets an advantage (Oracle, SQL Server, Excel, MS Access)', 'Programing in our current ETL tool (DCS) and assisting with VBA development', 'Adept at queries, report writing and presenting findings', 'Proven ability to work proactively with a use of initiative and early escalation of issues', '']]",https://indeed.com/rc/clk?jk=01262d8517ddbb6f&fccid=4ab9ec8f2cd16aaa&vjs=3
IBM,OpenPages Support Analyst,"[['', 'Provide technical support assistance to customers using problem determination/problem source identification skills.', 'Utilise technical and negotiation skills in collaboration with other support operations/organizations to prioritize and diagnose problems to resolution.', 'Communicate action plans to the customer or IBM representative as appropriate.', 'Recommend and implement new or improvements to existing technical support tools, procedures, and processes.', 'Contribute to department attainment of organizational objectives and high customer satisfaction.', ''], ['Proficient in Windows desktop and Windows Server operating systems.', 'Proficient in technical writing; public facing knowledge articles; technical forum contributionsBasic knowledge of UNIX operating systems: AIX and RHEL (Linux)Knowledge of database architectures (ie: tables; triggers; sequences; schema; etc)Knowledge of supported Internet Browsers: Internet Explorer, Mozilla Firefox, Apple SafariKnowledge of debugging Internet Browsers using tools such as FireBugKnowledge of WebSphere, IBM HTTP Server (IHS), and other application servers.', 'Knowledge of PL/SQLExperience reading J2EE stack tracesKnowledge and understanding of networking principles'], ['Ability to fluently speak Japanese and EnglishKnowledge of DB2 and Oracle databases,Knowledge of SSL, SMTP', 'Knowledge of Virtualization: vSphere, ESX Server, Windows Terminal ServicesKnowledge in javascript frameworks such as Dojo and JQueryKnowledge in other framework such MEAN: MongoDB, Express.js, React, Node.jsKnowledge in 3rd party authentication: SiteMinder, SPENGO, SAML, and LDAPKnowledge in report writing and/or reporting framework modeling with leading BI tools (i.e.: Cognos Report Studio)Knowledge in REST methodsKnowledge in Docker or Urban Code DeploymentKnowledge in AnsibleKnowledge in JenkinsUnderstanding in reading, implementing, and debugging software APIs']]",https://indeed.com/rc/clk?jk=7374d3a22cb52a1a&fccid=de71a49b535e21cb&vjs=3
N/A,OpenPages Support Analyst,[],https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CfnoduW300y3efHsDunCCOk1kkS4vCNvhXPd6SKru8H8rHxCBAfazBmXE2XFKi4HExuFEd0OQkbKEUwkp8nJQwl7N4mjn8qKEugDUxBW1NDwGRHZwH5p_RvJAG24JW1m0-qpP14OWi2A16u-YbQuC0i_UujHKsv52vnH4Ywb0FlcQDP_QJsLFlRTAo2RBTjQ1rAOeFlWcg20tSD_m5CnynVPFTN61Q7YOTLM0R8leblnEir6iJaen5v5xIRzLd0J3MjKt41xhsxPJ4OSgIfh38U38hT44T4cXcb5qoLqFm-PPrvJFpJUyHvbzLlT1NnrriAKTejefsfwS0wykSX5B5SuIke5SwrMnJlzroX7vfT8pePRXzjejNmXcO_Sxp5pO4EOkZU5LHDgny1StMwXeVKt1_iB_SkvG60h68naqFLPiGFtHnhabT9uORHfa7AxzhWVKstiL_Qgpo8MC29W-D&p=14&fvj=1&vjs=3
Dimensional Fund Advisors,"Analyst, Investment Analytics and Data","[['Perform regular and ad hoc data validation of security reference and financial statement data, ensure data accuracy, and oversee various data reporting tools and processes.', 'Partner with various internal departments to answer performance and reporting questions, assist with ad hoc requests, and collaborate within a global team to identify solutions to any issue.', 'Create, understand and interpret returns, characteristics, and attributions for portfolios and indices.', 'Contribute to ongoing efficiency efforts to improve processes and tools.', 'Complete projects involving the collection, validation, analysis and presentation of data.', ''], ['Bachelors’ degree in a related field (i.e. Finance, Economics, Accounting, STEM academic disciplines or similar).', 'Professional industry experience (including internship/s) in an analytical capacity will be highly thought of.', 'Proficient communication skills, both written and verbal, with the ability to build lasting relationships with stakeholders.', 'Passion for finding solutions to complex analytical problems with keen attention to detail.', 'Ability to partner with peers as part of a collaborative team on various projects and successfully meet deadlines.', 'Strong computer skills (in particular, Excel), with the ability to learn additional programs.', 'A genuine interest in programming; coding experience will be viewed favourably (SQL, VBA, C#, etc.).', '']]",https://indeed.com/rc/clk?jk=8bf7cfe55e42665b&fccid=418b43753a8c964c&vjs=3
N/A,"Analyst, Investment Analytics and Data",[],https://indeed.com/rc/clk?jk=f863b01ffd238900&fccid=3ff75cfd65c15efc&vjs=3
Dentsu Aegis Network,Data Analyst,"[['Knowledge of the media buying / programmatic advertising landscape', 'Knowledge of / experience with marketing technology', 'Hands on data analysis and forecasting', 'Strategy development (data, analytics)', 'Presenting  influencing skills', 'Effective stakeholder management', 'Functional knowledge of marketing analytics concepts such as Digital attribution, Marketing Mix Modelling', 'Familiarity with data visualisation platforms (preferably Datorama)', ''], ['Oversee regular analytics program  deliverables for core client', 'Oversee regular analytics program  deliverables', 'Execue regular analytics program and deliverables', 'Forecasting  strategic recommendations', 'Manage the quality of client dashboards', ''], ['Oversee regular analytics program  deliverables', 'Execue regular analytics program and deliverables', 'Forecasting  strategic recommendations', 'Manage the quality of client dashboards', ''], ['Support data strategy  other advisory / data consulting services to clients', 'Work closely with a broader team of DR media professionals to ensure client campaign KPIs are achieved', ''], ['Demonstrated data analysis and forecasting experience', 'Strategy development (data, analytics)', 'Presenting  influencing skills', 'Effective stakeholder management', 'Functional knowledge of analytics techniques such as Digital attribution, Marketing Mix Modelling', 'Familiarity with data visualisation platforms (preferably Datorama, Tableau)', 'Knowledge and experience within the Australian media landscape', 'Media buying and programmatic advertising knowledge', 'Current marketing technology / advertising technology trends', ''], ['You are relentlessly positive and / or have a growth mindset', 'You simplify the complex – not the other way around', 'You want to be part of a team', 'You lean in to change and seek the opportunity', 'You see the big picture but get stuff done', 'You have a point of view', ''], ['Doubleclick Campaign Manager (DCM)', 'Doubleclick Search', 'Data visualisation tools such as Datorama', 'Google Analytics', 'Adobe Analytics', 'Facebook Ads', 'Google Ads', '']]",https://indeed.com/rc/clk?jk=4bc823d926eced3c&fccid=9834e576343ebcc2&vjs=3
Tech Mahindra,Database_Programmer_261312-Developer Programmer,"[['Minimum 3+years of Strong Development experience in PL SQL, Oracle Forms.Strong experience profiling data, including data discovery, cleansing, and analysis.Expertise in Create complex functions, scripts, stored procedures and triggers to support application developmentStrong experience with reporting solutions, SQL Databases, and data preparation tools.Experience in database design, implementation, troubleshooting and maintenance.Experience with improving performance on enterprise applications with large data.Troubleshooting and providing solutions for any bugs in new database applicationsClear understanding of business procedures and ability to work as an individual and as a part of a team.Experience designing logical and physical data model.Ability to prioritize and be a self-starter to provide deliverables within expected timeframe.Stays current with industry changes to software development practices and languages.Effectively communicate and build rapport with team members, business stake holders, and clients using various techniques and collaboration channels.']]",https://indeed.com/rc/clk?cmp=Tech-Mahindra&ti=Database+Programmer_261312-developer+Programmer&jk=2303660ba5c92bd2&fccid=97299926ef79b544&vjs=3
N/A,Database_Programmer_261312-Developer Programmer,[],https://indeed.com/rc/clk?jk=339477ecf8a52734&fccid=e1d92f3eaad6a725&vjs=3
Flare,Customer Support Lead,"[['', 'Operational management of our Customer Support team', 'Be the first escalation point for all customer queries', 'Gain and maintain platform knowledge and provide feedback to the Product development team', 'Navigate technical support queries and liaise with our Engineering and Product Teams', ''], ['', '3 to 5 years of technical support experience', 'You have the technical knowledge to understand log files, ability to troubleshoot bugs and have basic knowledge of SQL  writing queries', 'Knowledge of customer service best practices for SAAS products', 'Proven track record of identifying and developing enhancements to support processes and methodology', 'Motivation to resolve issues from the simple to the complex', 'A collaborative and supportive approach to leading a team', 'Ability to handle difficult conversations with customers and act as an escalation point.', 'Proven ability to work in a fast-paced environment and use the best judgment at handling customer queries and providing technical assistance', 'Empathy and consideration for all ideas and suggestions when deriving the best solutions and outcomes for clients', ''], ['', 'Zendesk', 'Confluence', 'Visual Studio', '']]",https://indeed.com/rc/clk?jk=e736e1fdcc77f425&fccid=9e59ba7ac36332e9&vjs=3
